IMEI	Advertising ID
457457	1587229715559-5565249936707353866
463297	1587975376218-2516090503333551514
462018	1587787657044-511053601126265254
418097	1584599782850-370459487688483378
464027	1588077064888-6789060826332222984
464065	1588081203488-4124242373027631914
463972	1588070469964-8642239647319019098
446568	1586309621309-7489061848167163789
463837	1588050713552-4263878212622150998
463286	1587973340538-7401542823919325887
464244	1588109022311-2295801971100948108
202972	1587145206396-1661136084367321852
463838	1588050912501-7370724953661510260
464122	1588088323217-5845841206652266345
462584	1587868243406-7170218335226486623
463967	1588069496431-5791546292243993225
464079	1588083162753-1647113251483796990
435445	1585757616419-7863813238895223229
456221	1586985896564-1811799138358986832
464277	1588114080323-3380240202493488448
463140	1587946312751-6788829819905355492
460529	1587572792983-451566756351774795
340855	1579587282372-7482990846858147643
463863	1588054703318-549221115836113285
464224	1588105138338-3518655560911970470
463641	1588019742103-4321139292358817882
463095	1587937912079-3836846127410865238
460956	1587636758623-4997235030522780525
464134	1588090193823-1252693556289122906
463579	1588012204688-1799281214624378751
463671	1588023663169-7803906691303988666
436924	1588102059216-6785368847341499967
462678	1587882385093-6471489470547106459
464022	1588076679400-1961907154140793965
462231	1587818677482-3144737682190048373
464154	1588093104614-5698379184623961361
457462	1588098011683-4011281092477029386
464059	1588080547036-4992553255867909048
464101	1588085525701-7459598923253176416
463497	1588001588319-9171534524469452707
463912	1588060283035-7692352069122718525
463466	1587997458198-7398839398999971928
463685	1588027348884-3707784664033062747
463480	1587999521840-6858968574554427672
463836	1588050263744-7088951714700350318
463978	1588070969543-2329191154031453707
463237	1587965746957-1182991924454892839
462836	1588089624529-3624247256372096248
463175	1583516575697-2611122795764238267
461538	1587724557044-5600664829829137023
463971	1588070379981-2749636002223628758
462951	1587937018141-4343537445695201894
464061	1588080814160-8181728635639086811
463384	1587987143613-1840532129403452006
464037	1588078100036-3047435666808663785
459759	1588082474470-7561248958166570711
463458	1587996750885-4798641999318460872
462260	1587822727256-3298421932413403812
463984	1588071604015-84215075275089577
463556	1588010157986-1804514398200522804
285490	1587954671597-2601389411559817583
463417	1587991817931-559672111152783711
463554	1588025925917-8780022358397417929
464002	1588074689552-1128246067920768288
463331	1587981685594-3165772088437737776
462889	1587911690869-2951296317551387853
463857	1588053964260-3000071829263728222
463860	1588054543076-402773106024383095
54924	1588062886767-8123482188535510671
463118	1587942352997-6702611093614671011
461117	1587656818745-2112206127351451530
463644	1588020005206-2244408644819845414
463341	1587982450788-1305356594052802909
463928	1588063136236-4951833784147828399
463492	1588001082561-5891887833779222170
463633	1588019268846-5397373309665061463
463582	1588012529632-4855848577838461101
463629	1588018803430-8846524585205389118
463386	1587987330166-2057818331161977922
462482	1587850401220-7677664196670583447
240933	1585605565934-3113800484963122262
463551	1588009545626-2532235968607810090
359920	1588054893164-1412344479030214100
43824	1588050040853-2077728996512812522
462560	1587864143059-4568885575307584479
461583	1587730577248-5722507348375290570
462946	1587917828380-3469473260956761926
462642	1587877203709-8750281387792858026
463745	1588036141560-4754651188385664195
459161	1587357584004-4939158135021669634
434802	1588038007173-7321376586255712590
463418	1587991855724-956433329838136661
462587	1587869047511-6024886303037099119
463125	1587943409529-977315454460894191
462323	1587828632767-5646213882314476412
463490	1588000794252-3719375216201193678
407785	1587672309915-3889131661089356966
462522	1587857622033-8004862670471547014
463542	1588008214053-4721787431461769597
461279	1587679816641-1204399743002612761
462788	1587899886159-8923588790517911807
463305	1587976799314-5138655255530221582
22541	1588018027709-3627299622290005247
462948	1587918149489-4022361470784067351
463625	1588018403899-7859693917873517818
458427	1587262427616-9199702101845683079
385776	1587588957245-691924619569867777
463477	1587999116965-2867336533760987009
462965	1587920999948-2087357597915345821
463407	1587990605210-5685027666790271085
463474	1587998947334-2190204824794729174
460575	1587579898336-6739389930764057056
461675	1587743502987-1913081196049707333
463570	1588011545384-973758058604134358
193524	1587825791569-2615673382720318335
463303	1587976579055-4482399248686442604
462450	1587846077148-6357257465382825419
461755	1587752506571-2800493977228504236
427155	1588002538946-5090207392707515302
39696	1588054981195-2867880299725797246
447951	1588006902145-8949726869022759442
462804	1587902112160-7284239404817120102
462327	1587828931659-6404326530581942472
462618	1587874033367-6817370665581688340
462854	1587907417133-6737176886501560481
462753	1587894536834-1125706709131907290
431025	1587840593361-2833665481542758045
461945	1587778097286-3661204337032000544
462463	1587847622333-5797751983832501284
462361	1587833096673-5381408008116852870
462728	1587890887743-7729972672991952896
463183	1587954463451-1995370479600640526
411537	1583232170146-7370560402695486138
463082	1587936479850-3556701535463078882
462909	1587913772655-7533654124578221517
462696	1587885683948-8504342613110095166
462399	1587838846294-1896860714997010122
463423	1587992603004-4238581901533185068
463307	1587977746200-5483747840079434526
404620	1587993828527-1407136249931678910
462957	1587919889576-8390737957410793595
462417	1587842076719-4712704577854268840
462314	1587827572579-833428890340762406
461751	1587752049983-3975816880731488413
456077	1587990445225-951038379772432499
463250	1587967966492-9180081094977924340
463158	1587949504261-9165738880644453386
463113	1587941759545-8239850394275172942
463005	1587926485512-8355190269810416599
463338	1587982255572-3861797900459484655
462370	1587834321458-1974637364579473647
463312	1587978104271-6490560051245613367
462635	1587876628359-2932955386966697492
462198	1587930217045-1189773344321114274
462876	1587910196593-346175117629181742
463245	1587967262381-43725959308204340
66138	1587971362838-7601325880172580331
462981	1587923065874-7565664333387582091
462353	1587831539303-623530611142010523
462954	1587919133728-4845664903342478767
463150	1587948083657-8621195107284595045
463115	1587941232980-4166884260328781483
462514	1587856723775-7141675811713305896
461851	1587764965880-915634036923173000
463194	1587035291543-6509302920904163494
462573	1587865888257-3728135479249544015
460034	1587502115301-5769908126821165776
462883	1587911208480-4802729189304114151
458746	1587301048113-2960854162952776878
456846	1587064633637-5080347251588279393
462030	1587789052744-54599062334658723
462585	1587868735141-1188526978894116320
463156	1587948948548-3223758656123986876
461896	1587771326511-2652700365370683573
463036	1587930726352-520934599354586087
462548	1587862181747-5756814164306025191
462892	1587911787928-6972459091241497132
463146	1587947246370-4335310593625225852
463027	1587929628671-3554660343498712217
421066	1587945025390-6664256236060620007
459818	1587469728729-4140364273223299222
72294	1587942264938-3165832647393233430
463014	1587927618072-5014204699994614806
461843	1587763702040-2291529613424216841
49544	1587593705621-2579171836577298331
462504	1587854257506-6038802313123248803
70006	1577744186444-1742503349140281090
461849	1587764342846-6769569267162534446
462908	1587913486987-4698635767561936314
461691	1587749071164-1619057734145947420
441047	1587931830763-684065022259630445
72596	1587931818282-6076885624283953541
462952	1587918656164-8510626076502445093
460676	1587592118844-598508159328961605
460081	1587486978643-7684916406082292059
462896	1587912056646-3986330925824840006
457859	1587543340921-6048523109553910853
455270	1586873313454-8666221491575570133
461176	1587844047711-1285459277326707292
462861	1587908194354-3131025556708373584
462432	1587844116139-347373212160736677
457277	1587706842548-6014755169182969873
462643	1587877547441-6672646971196857254
462520	1587857682961-2845720373199251485
462938	1587916862802-8942077239232695287
461774	1587753582368-5284183263829626567
450915	1586531894708-846523484302440136
409328	1587920014469-1313392844386805431
460333	1587549275891-2906090736251011055
462912	1587913859152-1600555032324508438
452847	1586640599731-8222115009104540662
462330	1587829131881-6231186740453389471
462900	1587912507621-3159795813991627390
459171	1587359248171-387818922485052577
461988	1587784522494-8592655862722774659
462869	1587908635938-4991587597491251802
462769	1587896878731-9115036323079581867
462184	1587814851488-5887972787122153725
462706	1587888062103-6823716944232321490
457939	1587203994947-7587957020605995803
460449	1587563551158-5598501740236874953
395553	1587842080719-9137242418236285491
462806	1587901984577-939600508094306886
462210	1587817290758-5147441881720597645
462422	1587843063914-302372662343150910
462785	1587899421552-8644366274784956371
461106	1587655565706-3675118294637855471
461181	1587666591315-3686271117166393449
460549	1587575357838-4744578046675960483
458868	1587313204584-6734812409243049851
462154	1587811197358-1172512432842610164
457838	1587192188126-3459073808442202714
461560	1587727655483-1894156789894438876
446211	1587799252870-8742914824656593541
461539	1587724815607-8677556240208211647
462699	1587886550362-3559495837970238183
461716	1587748478314-6200171528958848522
462418	1587842134920-1239425814750064812
461385	1587698003132-7390963739784317226
76710	1578217254363-2823657027719092902
461934	1587776601413-2104932542630813377
415493	1584432270682-8128720201558559479
462692	1587886584424-7010307661071619565
461258	1587676806473-9134893320300584686
461001	1587644331267-8379192488388343143
332028	1587864917976-877099626946832430
390010	1587587018368-3265981042634766015
462103	1587801385653-6635973364737342954
461425	1587717982263-5868241230463639098
459625	1587430501123-7549924050888543670
188361	1587876624319-1256166411823720753
462606	1587871393363-2556579834657884711
462087	1587798680345-350379167042646820
460009	1587499129818-8453264578255308
414100	1584296389299-8500379044266324794
461127	1587657631562-1751237990516544400
460176	1587525767827-163460875321237677
461974	1587783321836-3344472673325366780
461965	1587780958933-6804460460980909176
461432	1587704577298-7747487523123415921
462551	1587862838059-6993046727479760224
461992	1587852662355-6883146472930715612
58471	1587857472063-4489961215985206366
461261	1587677448940-8365144307248957602
461553	1587726612250-2313008790548732213
461626	1587737771674-2046712281255117419
462281	1587824750522-5120525104695403543
461983	1587784354795-3077317654056347849
462115	1587851888987-3760141675858100101
462348	1587831070452-1958081986548092206
462441	1587845190757-1170765569906604759
459490	1587407226293-2201491864417836933
42396	1587848246182-618400360648535735
460961	1587836826508-6380067875707776761
460075	1587508005433-9202568331979974633
461777	1587750075913-8600476983759299684
416355	1587673377376-7675291122842840622
461323	1587687170126-8812364807567204891
462322	1587828455856-2928532750013477519
86352	1578366427881-8273491016610641613
461870	1587767371693-7839051402909710821
431562	1585417599037-237244544980405834
414083	1584294063528-5923901194624720741
455918	1586952321468-4290582620711445563
460000	1587583242429-2944738345238293157
460590	1587499093060-7456851283035628186
462248	1587820993030-6225288409334221535
17215	1587753349298-1636340645066427410
460997	1587643964129-3716155254019281890
453936	1586726007407-3862440709952254792
461904	1587772458133-627273936765554046
460655	1587589992991-7665090586629674669
462227	1587818394609-8261773271402459944
461648	1587740395863-8831092610178031690
461195	1587667784033-5047380872058988567
461787	1587755821739-9035677681127081952
461171	1587664862981-7743631899071015614
462166	1587812512753-923900964028863572
161340	1587649952820-8223588119125407729
384115	1587819581011-6115760678629151366
457699	1587174204091-7590808616963789518
461610	1587734305639-2545213687167395097
461816	1587759291374-2885197255133801014
461266	1587677875912-4080125030874375525
461778	1587753981535-8262366603746953586
461565	1587728211615-8474779163093131978
461920	1587774118725-3238564739716855358
381603	1580531393581-898513073621709362
461377	1587696768070-7287982862189504767
461050	1587650158655-4835026531299384366
460572	1587579452101-4980372641521532984
460999	1587644156188-5142924558157296330
461749	1587751998211-7419289231171761237
461062	1587651112667-5465584742828625427
461827	1587761105488-3211691992836278793
459756	1587456986268-4928354403537978897
460535	1587573337679-7220887841098807642
461589	1587732205185-7230315533355187820
94502	1587769006685-1700590973844302185
461721	1587749188553-7932902871124015996
458791	1587305174545-96531369847043633
462011	1587786476073-8653497476893287426
458255	1587242083675-2768488163955271304
182459	1587794283363-7269200085107810425
460988	1587642698579-2590273302485870172
457396	1587135524539-696798641915674655
461676	1587743585359-6209445907064404534
461887	1587769793825-6204377813026172179
461695	1587746179999-1017458855897655500
461381	1587697398645-3122154437745651854
457822	1587190697750-284187452688604982
461879	1587768602592-9092867378372947494
410138	1587783877184-5384829177551007849
453167	1586667688394-7154028870456390730
461781	1587755182705-5867597291941717933
38483	1587626598666-1392681820343099088
461337	1587689846329-8778620800375870022
455643	1586912325955-320303780195031145
375582	1587777484181-1157622240357188869
460674	1587591916153-6419792100383245116
460850	1587775562890-8300161006346175109
461227	1587672454231-3632237103859308256
402886	1582597247254-2145323052961795493
461354	1587692904656-3923969556605796806
461328	1587688297203-6172445211720276697
460731	1587601161230-1354034117254843668
2132	1586471613055-1142699355780505504
461255	1587676199930-2244059439406437294
437519	1587430317366-5053951193708377121
461561	1587727732901-3053856874356015680
461793	1587756805529-7391472974910451763
451418	1587747277745-1880567635310480251
461248	1587674890873-6313005218492904547
459017	1587332952220-8023166937425330952
457906	1587199728759-1483455087645627303
461696	1587746235015-2557946731102869759
461191	1587667470893-635758813041139577
459506	1587409652516-2736448501880757503
458719	1587297893661-2895982209044465403
435661	1585763290367-8848355704129655280
461429	1587704405836-8521601989031752874
459754	1587456577534-7258246633804997980
354912	1587732303183-3695740320033890606
457849	1587193248304-6478243425526500577
41459	1587744869643-7605607089142151158
461620	1587737473342-4910392987438432092
461659	1587741618009-1012826563125333208
415060	1587707097773-3402456002914355641
459981	1587495781852-5167252461000610731
390024	1587504575301-1880182505575729429
461256	1587676512566-6943689393132567420
461334	1587689501756-6330848532351252716
458927	1587318899064-5351122852608868003
459954	1587511551882-3164972582468735648
460612	1587672238701-8627102435148645935
460022	1587666052156-3059986526893763655
429422	1585238148854-2983134132590163684
459624	1587430486944-1135231444918774094
461483	1587714636680-2129337088630645115
404381	1587703277897-6616039865556788616
461216	1587670812758-1446047191340125071
460446	1587563143206-8257675782904849755
460208	1587530112656-2330400750906840448
459065	1587343889378-2477770195966903109
424900	1587626818286-4546244644479789854
460708	1587597267544-4887648250093296768
460624	1587586665283-7563315898872688347
73591	1587673987578-4285423464146047573
447155	1587727032411-6790171958327681328
309075	1587720505221-8523921708105499104
419298	1587728148601-1946089699160762247
461141	1587660150749-8195323918666386404
456850	1586106152268-4297609833898517593
461529	1587723267863-2181707429151497178
460411	1587559713232-1138982402063210535
460749	1587697439959-8753897128267381432
461015	1587645629552-3337642775297324092
458462	1587267758089-209608465585788108
460900	1587628072855-2362270612346912189
460504	1587570292120-3517094443029777176
461503	1587717171511-8193637728788008311
460882	1587625554403-4804335863161590500
445285	1586237795384-394068689013524957
461196	1587667966720-3459001448101339308
460891	1587626691956-2629141679119584451
460295	1587542848825-6635668910632136891
460918	1587631649315-5990414185506761484
417978	1584585684032-7308430108440369888
461428	1587704250288-2651709804383437515
460451	1587563802117-5046375349829462787
459928	1587488241085-1280204179044577658
460374	1587548119946-1782517973855776189
460825	1587617107310-4619600137472325144
460237	1587534677814-4045792262962634571
461423	1587703773461-5613683439401014158
461154	1587661580055-4427758593214253611
460994	1587643698466-3285418350041468214
460784	1587609538498-9182405605067710242
231445	1587694154890-4030490925374087416
460207	1587530022063-6260379413606857
461067	1587651723719-1890845004864209704
456214	1586985478308-2500781193640981216
414746	1584367841254-6255644498899114660
461075	1587652399130-6085877862242869549
461320	1587686988459-8848617037103891571
460732	1587601182772-6472866212609418522
459637	1587433435561-2600175573665499191
459477	1587406185463-7250339901705208008
59784	1587680938338-2506261125982805093
436674	1585845500420-2376704294072227968
461265	1587677727558-8815502232810197251
460798	1587673881221-914666975870540442
460675	1587592103791-280369768110085146
459877	1587481387524-7070968889649135957
83335	1587670001552-7690647254259296056
460989	1587642833464-4394058286749777041
460983	1587641400484-5447402489781410651
459295	1587380841913-2440321744598679270
461143	1587638724108-6921839068968002967
461049	1587650094875-5757277094402308384
460443	1587562887348-1408866469550112518
57837	1587662097365-6818289392614317779
460123	1587515720728-4040876200450014570
460192	1587527929174-5461225701871515446
460539	1587573693720-1302261309438870814
460280	1587541286549-2671533319236588309
459997	1587497723386-4814657951091431257
461066	1587658850627-5645979487100816032
460931	1587632945832-8151306466335195517
69624	1587652828277-9059595035936705556
460685	1587593140139-3341823589033548099
460341	1587550346321-6708302553792877198
414846	1587657322951-1912876443387799335
457841	1587192650365-3454005083206417543
460217	1587531045579-2787021176852427727
460020	1587500892937-6542152701223960361
456864	1587066811037-2701809145387166160
460637	1587588328914-4109194169949684212
460272	1587539662189-3621014409276122469
452011	1587646061052-103141615145571713
454445	1587646351248-2294417058731426533
460498	1587569717830-1338249305086418667
460858	1587621327335-2041255542897374410
460979	1587640725568-6499840579416026370
447507	1587496881786-7343951906268926069
458776	1587303867401-5296852044537779969
460949	1587635906232-27933911864664860
225232	1587633180837-2472564454164898010
460490	1587568480673-5297762848736447458
460471	1587566133414-497050891228764016
458805	1587306895794-8953903331315369083
460722	1587599529067-8590247627711750480
460419	1587560481736-4755282480011884479
460885	1587626359869-8926673950795588174
460344	1587560367036-4394141294434195651
457258	1587117389759-3709579610707278695
460365	1587553893004-7952118919423811793
459915	1587484523664-4660838950464055262
460819	1587615822287-4304011463179961601
460823	1587617003077-3266753806309063513
459896	1587482864615-1569864419358598114
459764	1587459723830-4496029808428018551
460072	1587507152069-4392154769892179286
459545	1587416332161-5943682005497322656
460761	1587605544445-5745293614579810121
456251	1586989727424-81364627326662715
348268	1579640232574-4102170923194186804
460188	1587527546148-6949017438894720907
459089	1587347076057-4664161119522950909
459479	1587240789122-4055802722664963111
460704	1587596803728-740624094450025373
338828	1587596619406-5999253915625188551
460084	1587509069148-2318715624855004215
459589	1587424708595-4647063734878203112
457613	1587160809461-8457027237297606535
460067	1587506418984-8634946019603655291
459655	1587523297468-3704308076807021424
460564	1587578373660-5981276475554118304
460500	1587570239852-7493308733709514077
452696	1587586579696-203493098749033873
459595	1587427017432-1896020584001386770
460319	1587546696815-9149546215765012450
444426	1586198468365-8763387699023872833
460450	1587563720132-403844027839154504
460264	1587537710594-3524392552107572588
459717	1587450046889-7252657386300336898
460079	1587565243680-8806205523591555464
460220	1587531713941-9062438635467377065
243157	1587422613225-3741247890920640941
459808	1587468268975-4627930490584530297
415979	1587572843846-2936667620228114485
457988	1587216881693-8674994556643467631
460367	1587554374724-7827332872324891188
460262	1587537500454-4024031652221313418
59577	1587521171875-2140688052306985924
459568	1587421622351-1695298696523665939
24970	1587574492710-1836535604508253800
44892	1576788913420-6888550311045570850
460497	1587569608558-1723929386510242115
74161	1587570214846-1658159221817401929
460463	1587565341622-5082532192866341812
459663	1587438804604-8089287723827732792
458019	1587214532466-616760414498220705
460257	1587537193381-4456821378020569766
459685	1587441738418-8089535498977852617
448254	1587564129647-1979722972817719501
460003	1587498415133-4029361924832632431
460382	1587563443582-7392710686423152079
445265	1586236251345-4789091945013925983
459973	1587494744365-7567311008332574460
459435	1587398231239-1630981937123278912
460244	1587535726041-6713402545882618623
460223	1587531991918-7665761528470543730
460250	1587536520506-5237225814173328049
460245	1587535792829-7204231908246869932
38139	1587557450448-563958741550206734
460218	1587531220723-2978120978554394583
459421	1587396469718-5051612137328583170
459925	1587486660193-5408077579555980733
459572	1587423146724-2706446840330964940
459889	1587482381257-371900936935422628
418702	1587413135642-3991765160763760108
70913	1580470821859-6615472189614531219
459788	1587464771199-3625378892214910312
24990	1587160819695-3455993101002385543
436437	1587548156101-6279014355330046398
459464	1587403657367-2373107433244778526
460136	1587518968829-7852575441658932479
459497	1587408012263-8689987008026844057
448007	1586693347286-5739527744423053635
459828	1587505342579-8753762667744246312
459151	1587356085082-8185715468233768472
456798	1587055228597-3329523387980449249
393412	1587419600365-6997255842107463790
459432	1587397993699-4183764194567301342
460260	1587537451165-6734297084970306919
459838	1587475227691-2086627440050355153
459596	1587427147633-6254166940427512755
3501	1575876600467-3119074967761895942
433484	1585590562332-8113268673266068592
460044	1587503435340-1731484946235617619
459890	1587482571935-3168320776059986835
458863	1587313081605-6603810402216752994
460138	1587519032516-1246139323136040399
451860	1586576042974-3318774769899642822
458585	1587283598414-3214142052170411903
460002	1587498387358-7548884353026594436
459628	1587020866426-5333447036889317285
460082	1587509007765-1635540161015159038
457805	1587188219764-558513005383056874
460116	1587514928229-2239181677099383838
460028	1587501515406-918986779438609450
458972	1587325312401-1922322695115388492
459853	1587478291901-5390601712019763151
459645	1587435972571-4364402693679495178
460102	1587512447250-1518086159590848648
459051	1587340681307-330460716477263205
459979	1587511252578-6952936788180124922
460025	1587501439681-7578196509866640621
459507	1587409865608-1962179559336122698
460008	1587499093060-7456851283035628186
458348	1587251363329-1982104683341133707
459961	1587493173492-7701119776168577676
460054	1587504620376-177742528794968529
459719	1587446984528-5953638967902167277
459266	1587375492228-9055279298610275450
459766	1587459968250-4416436355538937375
458811	1587307391470-7175017785493778330
459699	1587445179641-1340009235371846262
458878	1587314482112-6859836951761214683
459611	1587428832322-5334758010692101061
459418	1587498300312-4264931066137700063
413408	1587498285435-5388965729293557828
456772	1587056239242-6914897730413523381
455218	1586868730891-5413802628072999485
459745	1587454734179-7360285817297478036
376716	1587414827136-3345468250927423255
453597	1586696289043-7112684950876709396
459795	1587466155434-7400253451707222336
459452	1587400918036-8533041621325764151
432556	1587491563460-3717007186765598025
434716	1587486075257-6424541682491870438
459513	1587410942930-1385589128380578779
458866	1587313125959-3570079233802747030
125571	1584855716798-608066932276773837
458731	1587298577689-4390988858337576691
459164	1587358198801-3880464506232676140
459768	1587460113752-701725012305750460
459208	1587473083479-6340845126081396092
66025	1587475549805-522334050298587251
414042	1587477475342-8368618420893097270
41190	1587460943436-5439716285531492706
459369	1587390174190-3817676892575505207
459776	1587461777879-8859914109233730829
457987	1587210447621-1173167731999530930
459809	1587468377629-5605447227575525254
458971	1587296414126-3750639820851421555
459772	1587461479582-558373300989200192
459634	1587432382503-2512258540214020664
459740	1587454220835-455677639794319913
459723	1587450919852-4202108949953080387
458941	1587320587192-4126440397583415910
229669	1579265506816-2660519173896201235
457436	1587227855561-7468387346313135378
459633	1587432173695-6354209391735178393
458996	1587328581904-8863768411124947692
458831	1587419655545-1265484499366994124
410586	1587257654181-4335230587034817195
459260	1587374213125-2994392972838710690
459415	1587395937254-1977528928692058930
458429	1587262858216-3402366973871304582
421719	1587372745716-8122012687864784549
459322	1587384226038-4539516206633004184
459201	1587365577060-4478435731654642953
459362	1587389433976-1769570764151775274
459600	1587427687041-913129216953986671
459342	1587386692173-534360550619668436
414269	1584312230851-5902015014143018411
457625	1587163166591-4301582863853522330
458631	1587288696017-3179096617846398643
457745	1587427901828-4465258409357286258
451665	1586560826954-2959507581085792205
394483	1587341246494-220834178914409662
3737	1587416325487-7848608289934216668
459533	1587414557707-9100097932960850697
459011	1587331360071-5091053518314083533
457007	1587081813702-3333865286299564322
374597	1587242346510-1370604827013945250
433645	1585602809590-1695685517056925289
456309	1586996766775-1244427027515358586
459020	1587333580434-8391450454654181955
123954	1587381759670-954699289605481101
459063	1587343248275-5068881965638143039
458607	1587286218948-7284793691157239721
457568	1587155437015-4213935259071705474
458186	1587233202693-9032227924696794669
68602	1587408838748-8903048449900972047
459225	1587368500218-6401666305725449405
459206	1587365888201-5650110531237925023
197217	1587404062538-6227758651001445939
458894	1587316168630-4235327841319360026
358693	1580305160129-7943048421466630028
458560	1587279424206-4906080199958088374
459193	1587364266318-3756389407251702120
458634	1587289026193-1949600507910482582
459343	1587387280645-6718970182792532501
459326	1587384527783-2634980459569418609
458626	1587288340988-4715011532505431148
458841	1587310789602-7311854632315447746
457747	1587180179164-5334301908266014313
458882	1587314837687-3650211795733053802
459293	1587380480492-6424744681657382021
451749	1587393606756-4794084022797962084
458029	1587215616506-1439565139222015329
458103	1587222597332-4709728405270312859
459344	1587387332681-854949552245017891
459359	1587389206257-7120005367424871170
458802	1587306479355-5372693770620069784
67914	1587388232479-3432599984082994895
457246	1587384039920-5501972089781174543
457913	1587200891896-8387853116652418909
396518	1587312895300-921766553568101118
459331	1587385407832-5297056009044568780
457929	1587203559580-4677902232295287964
459298	1587381299686-3096714451520969251
458974	1587325382228-1976182435305518492
456099	1586971960702-7772162897059268155
459218	1587367187288-5006677481609992668
448645	1586426455334-823736883438165765
31762	1587384525278-8555511927367655160
456979	1587117055494-3839830966403688266
459267	1587375495483-5744034389964975603
455191	1587291692802-563177547432731074
458069	1587220036601-8021799161037152892
457755	1587181443366-4077993046215032906
458740	1587299907445-1833197293555808049
447070	1587379027442-1723436094415919130
458729	1587298482501-6333206339218227343
459230	1587369533912-139159291439225777
458884	1587314859427-5497194757776588400
457549	1587153351376-1508490603635636737
458049	1587217716144-7122377585029963787
458896	1587316172300-4362748812027825471
47972	1587373511151-351620857954380124
458552	1587278580815-5949443902837595853
457845	1587192999324-1855241766582346181
458692	1587327638356-7166734763444478559
458187	1587233176966-9021827410191563654
459194	1587364610200-6011913642458921381
459149	1587355921185-3614222364540558797
450174	1586499781424-9021959138731754300
456537	1587028372073-3706935386566620868
458980	1587326163451-3465859296638364826
458993	1587328304266-8876392815288812592
458259	1587242386602-8155891432120872747
459032	1587336967662-6545419133677077274
458632	1587288926668-1116469719955688191
459132	1587353368623-1918840440705915366
458942	1587320770789-2405654542978242494
458860	1587312536176-6759128586675352121
457370	1587170641654-3194562039398490268
458310	1587247496755-8261837835706252446
431981	1587353740649-6594553950660755260
458660	1587292434746-6993435173038116379
457164	1587102631772-5590640772272502642
457666	1587169107422-531383048803630568
458473	1587268587932-8643717609923624982
458285	1587316561000-8532861684352143277
458304	1587247108340-5919167544987557063
458017	1587213936079-2300718609240639014
421339	1584836399438-5025716278653314910
457633	1587164655406-8630683829923893682
457724	1587177360429-2227499970617495486
458978	1587331458473-2273608763813598631
458193	1587234105907-5653569929647483511
458054	1587225345632-6110829815804341621
458824	1587308496316-1711072657104746312
458559	1587280170893-8042623678299379050
453980	1586729869691-2303142410137970488
458797	1587306020989-8262946447300141581
445760	1586263937781-5137105072671609105
457581	1587157004206-4533987495015482197
457921	1587202300504-5065356666532891056
421047	1587308456227-3522581907003248234
458910	1587317836309-7283389255248251702
439092	1587317458290-5716566945388259734
458236	1587239433847-7231222861467500644
455562	1586900530974-1496903617491853796
458774	1587303653997-8218209856987934674
458522	1587275604019-5093337722636416807
443822	1586553545955-8249237706279248559
396343	1581791730921-1743582665751522768
457136	1587098516891-693022034074583315
452685	1586627383878-6000693595705603250
441859	1586089204839-8192234813745920576
458745	1587300838077-7374933830992871677
454678	1586799621993-3523358272532144477
458457	1587266666660-4792322304381861072
458752	1587301406253-7093140604263746004
458819	1587308251335-1510500459141488098
458070	1587220185701-371854540481783259
458611	1587286449356-6852669802543015384
458316	1587248293990-4172255988178604852
458105	1587222728078-4562679613934007461
457434	1587140669259-2781093108432528605
458778	1587304219339-5850503608591983954
458052	1587218054236-8442029576833191250
458730	1587298562771-3516125978816872109
458636	1587289436656-4207641973022629103
457935	1587203832901-57725865587424385
458656	1587291835122-4899918014058021392
457833	1587191601170-8234874886038449210
457499	1587145303188-7052693171709048547
455807	1586936901265-9159504535585392617
458014	1587213453256-5748667393476229408
457293	1587121990124-949587439586031516
149912	1580733406050-8670035077171430100
458245	1587240915100-947021737115144287
457650	1587166574583-6972039346620486970
452676	1587236595667-7699691781936957827
457574	1587155928263-7945218492590021482
457605	1587215604653-7685696879802560356
92993	1587230966552-8533641577092119622
457885	1587197423636-2972984248691361971
458520	1587275348798-7072981077634873025
457242	1587115236823-6045001939957281414
385195	1587289215950-6940661598423672101
458584	1587283431050-6451862304075867890
457286	1587121458877-947503236067817980
458229	1587238573840-3328186010169349709
458119	1587225155056-728441541209219260
110986	1587286123620-4793839435685743239
6654	1587204333198-6363725605163387518
427893	1585157551772-8177595219108273465
456554	1587031108798-2359246401424734820
458525	1587276082992-6079184992732970318
55435	1584715581390-3801943390975086442
441171	1586535170897-2657222262191490065
457381	1587133280658-6437623108696833043
457040	1587134910937-2973221181342532711
458058	1587218479736-5560427857293752800
458516	1587275026688-3299384314875739739
458365	1587253399663-1123968426482750698
396950	1586663849040-2429741339267118502
458199	1587234471400-6281758674585622911
456447	1587015270369-2455217064670082100
453439	1586686134191-3812338987615399314
457810	1587188969213-3422556977050274999
458415	1587260595038-4602800518327275183
457412	1587137733422-1026054954802771340
456933	1587073571252-940539226757032316
458406	1587259626267-2109618096182469899
458413	1587260567985-3232241920248564724
457783	1587185455327-5050828009218869281
457882	1587196797497-6581380889452661271
456956	1587076332124-1887799648392192245
438526	1587159684280-4642354328839406072
458317	1587248305832-5986601904267820919
458358	1587251909250-5366764566012955833
457892	1587198301333-8136828876284092092
457393	1587253903283-6840478026640051591
458175	1587188769726-3656230182680933151
458332	1587249760887-8406538623506851315
456984	1587079639972-6690044020103358626
392872	1581454850366-5868140225150567399
454585	1586791191330-4917456512146054380
458303	1587247060266-1247037383096483868
